rental_id,car_id,checkin_type,state,delay_at_checkout_in_minutes,previous_ended_rental_id,time_delta_with_previous_rental_in_minutes,late_delay,delay
521410,361055,mobile,ended,62.0,,,60 < Late < 90,late
521472,380069,mobile,canceled,,,,NaN,early
522234,386620,mobile,ended,166.0,,,Late > 120,late
522421,376109,mobile,ended,90.0,,,90 < Late < 120,late
522430,373545,mobile,ended,-11.0,,,Early,early
523274,307237,mobile,ended,606.0,,,Late > 120,late
523366,304392,connect,canceled,,,,NaN,early
524268,401088,mobile,ended,-6.0,,,Early,early
526054,402173,mobile,ended,-22433.0,,,Early,early
527015,243721,mobile,canceled,,534917.0,120.0,NaN,early
527165,298466,mobile,ended,-892.0,,,Early,early
527364,261576,mobile,ended,79.0,,,60 < Late < 90,late
528070,409931,mobile,ended,,,,NaN,early
528111,375944,connect,ended,-29.0,534342.0,300.0,Early,early
528473,393837,mobile,canceled,,,,NaN,early
528915,312716,mobile,ended,142.0,,,Late > 120,late
529289,362326,mobile,ended,95.0,,,90 < Late < 120,late
530002,407523,mobile,ended,,,,NaN,early
530069,366187,mobile,canceled,,,,NaN,early
530572,279993,mobile,canceled,,,,NaN,early
530945,272399,mobile,canceled,,,,NaN,early
531185,381435,mobile,ended,17.0,,,15 < Late < 30,late
531873,381449,mobile,ended,-203.0,,,Early,early
532443,396649,mobile,ended,-67.0,,,Early,early
533472,406994,mobile,ended,108.0,,,90 < Late < 120,late
533549,255956,mobile,ended,86.0,,,60 < Late < 90,late
533749,334957,mobile,ended,-20.0,,,Early,early
534006,289383,mobile,ended,352.0,,,Late > 120,late
534012,404774,mobile,ended,32.0,545232.0,300.0,30 < Late < 45,late
534118,379955,mobile,canceled,,,,NaN,early
534616,404381,mobile,ended,-97.0,,,Early,early
534633,354323,mobile,ended,137.0,,,Late > 120,late
534659,284250,mobile,canceled,,,,NaN,early
534776,251611,mobile,ended,5.0,,,Late < 15,late
535251,270225,mobile,ended,,,,NaN,early
535472,275364,connect,ended,158.0,,,Late > 120,late
535631,361542,mobile,ended,10.0,,,Late < 15,late
535783,312110,mobile,ended,-56.0,,,Early,early
535842,317330,connect,ended,-33.0,,,Early,early
535945,407437,mobile,ended,,,,NaN,early
536021,407966,mobile,ended,-13.0,,,Early,early
536076,406609,mobile,ended,215.0,,,Late > 120,late
536216,289234,connect,ended,18.0,,,15 < Late < 30,late
536363,203963,connect,ended,10.0,,,Late < 15,late
536410,397392,mobile,ended,-151.0,,,Early,early
536457,215949,mobile,canceled,,,,NaN,early
536514,349137,mobile,ended,12.0,,,Late < 15,late
536745,400956,mobile,ended,45.0,,,45 < Late < 60,late
537002,397955,mobile,ended,-5.0,,,Early,early
537006,353138,mobile,ended,-55.0,,,Early,early
537038,373826,mobile,ended,64.0,,,60 < Late < 90,late
537123,290726,connect,ended,-335.0,,,Early,early
537127,383002,mobile,ended,-225.0,,,Early,early
537145,407614,mobile,ended,2.0,,,Late < 15,late
537249,386086,mobile,canceled,,,,NaN,early
537256,355842,connect,ended,-113.0,,,Early,early
537261,378366,mobile,ended,33.0,,,30 < Late < 45,late
537322,393486,mobile,ended,8.0,,,Late < 15,late
537331,353840,mobile,ended,883.0,,,Late > 120,late
537422,218341,mobile,ended,9.0,,,Late < 15,late
537509,330013,mobile,ended,-173.0,,,Early,early
537691,338020,mobile,ended,95.0,,,90 < Late < 120,late
537714,282159,mobile,ended,46.0,,,45 < Late < 60,late
537773,407156,mobile,ended,33.0,,,30 < Late < 45,late
537814,373326,mobile,ended,-39.0,,,Early,early
537845,291982,mobile,ended,-208.0,,,Early,early
537879,392683,connect,ended,-142.0,550313.0,0.0,Early,early
537914,338651,mobile,canceled,,,,NaN,early
538004,337013,mobile,ended,233.0,,,Late > 120,late
538006,349678,connect,ended,4.0,,,Late < 15,late
538120,392368,connect,ended,-103.0,535637.0,120.0,Early,early
538144,354908,mobile,ended,,,,NaN,early
538359,343808,connect,ended,38.0,537176.0,60.0,30 < Late < 45,late
538377,380407,mobile,ended,-5.0,,,Early,early
538386,349745,mobile,ended,-15.0,,,Early,early
538399,343035,mobile,ended,,,,NaN,early
538410,392479,mobile,ended,,,,NaN,early
538461,391370,connect,ended,-41.0,,,Early,early
538531,376876,mobile,ended,-64.0,,,Early,early
538711,377189,mobile,ended,1571.0,,,Late > 120,late
538723,273577,mobile,ended,-33.0,,,Early,early
538764,336349,connect,ended,37.0,,,30 < Late < 45,late
538874,377071,mobile,ended,2.0,,,Late < 15,late
539009,392327,mobile,ended,274.0,521664.0,600.0,Late > 120,late
539029,347847,mobile,canceled,,,,NaN,early
539045,346917,mobile,ended,10.0,,,Late < 15,late
539157,328263,mobile,ended,-38.0,,,Early,early
539203,355949,mobile,canceled,,,,NaN,early
539211,392083,mobile,ended,180.0,,,Late > 120,late
539221,392732,mobile,canceled,,,,NaN,early
539240,317237,mobile,ended,-23.0,,,Early,early
539450,380708,connect,ended,194.0,,,Late > 120,late
539484,227119,connect,ended,145.0,,,Late > 120,late
539582,377119,connect,ended,98.0,,,90 < Late < 120,late
539586,395720,mobile,ended,,,,NaN,early
539649,284542,mobile,ended,-61.0,,,Early,early
539690,204924,mobile,ended,28.0,,,15 < Late < 30,late
539726,401911,mobile,ended,74.0,,,60 < Late < 90,late
539744,311923,connect,ended,-104.0,,,Early,early
539872,396755,mobile,ended,,,,NaN,early
539916,393549,mobile,ended,65.0,,,60 < Late < 90,late
539974,393083,mobile,ended,42.0,,,30 < Late < 45,late
540003,409113,mobile,ended,7.0,540751.0,180.0,Late < 15,late
540087,392068,mobile,ended,893.0,,,Late > 120,late
540111,378850,mobile,canceled,,,,NaN,early
540137,356673,mobile,ended,171.0,,,Late > 120,late
540163,247523,mobile,ended,1055.0,,,Late > 120,late
540180,397498,mobile,canceled,,,,NaN,early
540188,399120,mobile,canceled,,,,NaN,early
540234,177313,connect,ended,56.0,,,45 < Late < 60,late
540419,335572,mobile,ended,-19.0,,,Early,early
540490,309059,mobile,ended,75.0,,,60 < Late < 90,late
540508,402513,mobile,canceled,,,,NaN,early
540545,310432,mobile,ended,693.0,,,Late > 120,late
540615,329522,mobile,ended,8.0,,,Late < 15,late
540695,401387,mobile,ended,-4.0,,,Early,early
541024,306935,mobile,ended,-73.0,,,Early,early
569328,409695,mobile,ended,26.0,,,15 < Late < 30,late
569434,372205,mobile,ended,-6.0,,,Early,early
569446,338969,connect,ended,-143.0,,,Early,early
569453,389923,mobile,ended,7.0,,,Late < 15,late
569497,410241,mobile,ended,89.0,,,60 < Late < 90,late
569946,410248,mobile,ended,83.0,,,60 < Late < 90,late
569998,371387,mobile,ended,-127.0,,,Early,early
570252,294189,mobile,ended,47.0,,,45 < Late < 60,late
570285,375142,mobile,ended,81.0,,,60 < Late < 90,late
570407,412909,mobile,ended,11.0,,,Late < 15,late
570555,403096,mobile,ended,-32.0,,,Early,early
570652,396831,mobile,ended,,,,NaN,early
570769,359294,mobile,ended,2.0,,,Late < 15,late
570826,415826,mobile,ended,-108.0,,,Early,early
570829,404476,mobile,ended,,,,NaN,early
571378,389521,mobile,ended,,,,NaN,early
571613,338306,mobile,ended,61.0,,,60 < Late < 90,late
571616,311943,mobile,ended,,,,NaN,early
571869,409499,mobile,ended,-106.0,,,Early,early
572013,390729,mobile,ended,304.0,,,Late > 120,late
572192,358567,connect,canceled,,,,NaN,early
572285,241021,connect,ended,-101.0,571991.0,30.0,Early,early
572381,405396,mobile,ended,-107.0,,,Early,early
572427,339442,mobile,ended,161.0,,,Late > 120,late
572914,368432,mobile,ended,-11.0,,,Early,early
572986,413896,mobile,ended,63.0,,,60 < Late < 90,late
572999,360943,mobile,ended,-146.0,,,Early,early
573029,404393,mobile,ended,,,,NaN,early
573497,347873,connect,canceled,,,,NaN,early
573610,264913,mobile,ended,-86.0,,,Early,early
573629,380001,mobile,ended,,,,NaN,early
574093,355817,mobile,ended,9.0,,,Late < 15,late
574537,369648,connect,ended,-389.0,571606.0,120.0,Early,early
574719,413908,mobile,ended,-52.0,,,Early,early
574883,367618,mobile,ended,-4.0,,,Early,early
574979,374684,mobile,ended,-130.0,,,Early,early
575046,402080,mobile,ended,-4.0,,,Early,early
544423,405751,mobile,canceled,,,,NaN,early
544428,312716,mobile,ended,-22.0,,,Early,early
544463,348526,connect,ended,221.0,,,Late > 120,late
544537,376491,connect,canceled,,,,NaN,early
544637,308435,mobile,ended,176.0,,,Late > 120,late
544664,226227,mobile,ended,-4.0,,,Early,early
544773,400506,mobile,ended,-52.0,,,Early,early
544903,403448,mobile,canceled,,,,NaN,early
545072,363761,mobile,ended,106.0,,,90 < Late < 120,late
545076,377700,mobile,ended,-35.0,,,Early,early
545090,407897,mobile,ended,8.0,,,Late < 15,late
545163,378121,mobile,ended,395.0,,,Late > 120,late
545196,391598,mobile,ended,70.0,,,60 < Late < 90,late
545288,287163,mobile,ended,161.0,,,Late > 120,late
545416,264457,mobile,ended,-199.0,,,Early,early
545463,373367,mobile,ended,40.0,,,30 < Late < 45,late
545564,381123,mobile,ended,136.0,,,Late > 120,late
545671,411137,mobile,ended,,,,NaN,early
545710,367632,connect,ended,-7.0,,,Early,early
545757,388438,mobile,ended,-115.0,546278.0,0.0,Early,early
545759,382901,mobile,canceled,,,,NaN,early
545764,380413,mobile,ended,37.0,,,30 < Late < 45,late
545857,307819,mobile,canceled,,,,NaN,early
545898,383568,mobile,canceled,,,,NaN,early
546037,401572,mobile,ended,64.0,,,60 < Late < 90,late
546058,405140,mobile,ended,396.0,,,Late > 120,late
546082,294875,mobile,ended,-61.0,,,Early,early
546180,385721,connect,ended,-149.0,,,Early,early
546193,304420,mobile,ended,-170.0,,,Early,early
546205,411207,mobile,ended,186.0,,,Late > 120,late
546260,407418,mobile,ended,-15.0,,,Early,early
546280,394579,mobile,ended,190.0,,,Late > 120,late
546422,407465,connect,ended,-15.0,,,Early,early
546624,267774,mobile,canceled,,,,NaN,early
546735,392479,mobile,ended,9.0,,,Late < 15,late
546750,299063,connect,ended,-393.0,,,Early,early
546758,397599,mobile,ended,44.0,,,30 < Late < 45,late
546774,375872,mobile,ended,-18.0,,,Early,early
546808,348351,mobile,ended,1120.0,,,Late > 120,late
546869,376406,connect,ended,-289.0,,,Early,early
546904,409361,mobile,ended,-20.0,,,Early,early
546995,391768,mobile,ended,13.0,,,Late < 15,late
547006,296815,connect,ended,,545330.0,60.0,NaN,early
547066,408237,mobile,canceled,,,,NaN,early
547141,201535,mobile,ended,-208.0,,,Early,early
547161,376675,mobile,ended,161.0,,,Late > 120,late
547199,410958,mobile,ended,-168.0,,,Early,early
547277,353425,connect,ended,-42.0,,,Early,early
547298,314220,mobile,ended,51.0,,,45 < Late < 60,late
547377,389467,mobile,ended,-210.0,,,Early,early
547421,389104,mobile,canceled,,,,NaN,early
547441,332503,mobile,ended,30.0,,,30 < Late < 45,late
547532,402194,mobile,ended,52.0,,,45 < Late < 60,late
547625,411609,mobile,ended,,,,NaN,early
547664,398152,connect,canceled,,,,NaN,early
547748,367164,mobile,ended,-347.0,523230.0,600.0,Early,early
547757,381435,mobile,ended,-60.0,,,Early,early
547857,385073,mobile,ended,100.0,,,90 < Late < 120,late
547863,264441,mobile,ended,499.0,,,Late > 120,late
548169,375834,mobile,ended,5.0,,,Late < 15,late
548243,336873,mobile,ended,365.0,,,Late > 120,late
548285,174243,mobile,ended,62.0,,,60 < Late < 90,late
548404,283324,mobile,ended,23.0,,,15 < Late < 30,late
548455,372109,mobile,ended,-71.0,,,Early,early
548474,355949,mobile,ended,39.0,,,30 < Late < 45,late
548505,409750,mobile,ended,153.0,,,Late > 120,late
544389,385629,connect,ended,23.0,517515.0,0.0,15 < Late < 30,late
544551,341577,mobile,ended,40.0,,,30 < Late < 45,late
544572,371828,mobile,ended,-129.0,,,Early,early
544631,270091,mobile,ended,52.0,,,45 < Late < 60,late
544650,339443,mobile,canceled,,,,NaN,early
544687,376155,mobile,ended,45.0,,,45 < Late < 60,late
540916,300251,mobile,ended,789.0,,,Late > 120,late
540979,366981,connect,canceled,,,,NaN,early
541016,343384,mobile,ended,176.0,,,Late > 120,late
541019,410055,mobile,ended,168.0,,,Late > 120,late
541048,325423,mobile,ended,121.0,,,Late > 120,late
541126,382444,mobile,ended,72.0,,,60 < Late < 90,late
541190,342465,mobile,ended,21.0,,,15 < Late < 30,late
541273,262478,mobile,canceled,,,,NaN,early
541368,345260,mobile,ended,1121.0,,,Late > 120,late
541574,348400,mobile,ended,71.0,,,60 < Late < 90,late
541577,374360,connect,ended,-797.0,,,Early,early
541605,386259,connect,ended,1.0,535939.0,660.0,Late < 15,late
541630,360981,mobile,ended,33.0,,,30 < Late < 45,late
541718,374671,mobile,ended,80.0,,,60 < Late < 90,late
541727,382524,mobile,ended,15.0,,,15 < Late < 30,late
541749,281915,mobile,ended,-86.0,,,Early,early
541827,375268,mobile,ended,26.0,,,15 < Late < 30,late
541845,346697,mobile,ended,-76.0,,,Early,early
541869,398770,mobile,ended,-55.0,,,Early,early
541985,383962,mobile,ended,,,,NaN,early
541993,201933,mobile,canceled,,,,NaN,early
542021,338710,mobile,canceled,,,,NaN,early
542037,324640,mobile,ended,188.0,,,Late > 120,late
542062,369184,mobile,ended,9.0,,,Late < 15,late
542127,177649,mobile,ended,1475.0,,,Late > 120,late
542163,338243,connect,ended,-18.0,534021.0,90.0,Early,early
542280,358565,mobile,ended,-62.0,,,Early,early
542364,338584,connect,ended,-38.0,,,Early,early
542476,380590,mobile,ended,234.0,,,Late > 120,late
542502,239842,mobile,ended,2.0,,,Late < 15,late
542505,363965,mobile,canceled,,,,NaN,early
542542,373436,mobile,ended,-9.0,,,Early,early
542556,337850,mobile,ended,32.0,,,30 < Late < 45,late
542649,248272,mobile,ended,1382.0,542179.0,90.0,Late > 120,late
542837,406062,connect,ended,-43.0,,,Early,early
542857,333553,connect,ended,12.0,,,Late < 15,late
542859,368792,mobile,ended,-30.0,,,Early,early
542902,281730,mobile,ended,-147.0,,,Early,early
542926,396812,mobile,ended,-92.0,,,Early,early
543099,395204,connect,ended,-20.0,,,Early,early
543105,397355,mobile,ended,,,,NaN,early
543224,298429,connect,canceled,,540453.0,690.0,NaN,early
543278,356758,mobile,ended,-46.0,,,Early,early
543366,390352,mobile,ended,-227.0,,,Early,early
543379,406126,connect,ended,-11.0,,,Early,early
543438,398974,mobile,ended,91.0,,,90 < Late < 120,late
543469,280795,mobile,ended,,,,NaN,early
543511,200799,mobile,ended,-4.0,,,Early,early
543562,358131,mobile,ended,,,,NaN,early
543598,375421,connect,ended,-5.0,,,Early,early
543934,410437,mobile,ended,,,,NaN,early
543993,356750,mobile,ended,,,,NaN,early
544126,402194,mobile,ended,-29.0,514673.0,570.0,Early,early
544134,408223,mobile,ended,543.0,,,Late > 120,late
544147,333440,mobile,ended,29.0,,,15 < Late < 30,late
544242,334935,mobile,canceled,,,,NaN,early
544427,381000,mobile,canceled,,,,NaN,early
544475,410401,mobile,canceled,,,,NaN,early
544691,337933,mobile,ended,611.0,,,Late > 120,late
544708,267774,mobile,ended,73.0,,,60 < Late < 90,late
544813,374409,mobile,canceled,,,,NaN,early
544914,404757,mobile,canceled,,,,NaN,early
544922,406027,connect,ended,,,,NaN,early
544962,344867,mobile,ended,-306.0,,,Early,early
544994,333107,mobile,ended,45.0,540939.0,180.0,45 < Late < 60,late
545039,263686,mobile,ended,136.0,,,Late > 120,late
545099,389599,mobile,ended,56.0,539042.0,0.0,45 < Late < 60,late
545197,341710,mobile,ended,61.0,,,60 < Late < 90,late
545292,375553,mobile,ended,176.0,,,Late > 120,late
545305,351312,mobile,ended,3.0,,,Late < 15,late
545344,377119,mobile,ended,-8.0,,,Early,early
545475,310444,connect,ended,54.0,,,45 < Late < 60,late
545515,374823,mobile,ended,,,,NaN,early
545576,390966,mobile,ended,505.0,,,Late > 120,late
545590,334190,connect,canceled,,538875.0,120.0,NaN,early
545701,404331,mobile,canceled,,,,NaN,early
545999,387810,connect,ended,-53.0,,,Early,early
546092,378125,mobile,ended,231.0,,,Late > 120,late
546097,366025,mobile,ended,9.0,,,Late < 15,late
546200,242223,mobile,ended,2.0,,,Late < 15,late
546248,408481,mobile,ended,382.0,,,Late > 120,late
546454,347380,mobile,ended,-125.0,,,Early,early
546502,372293,mobile,ended,36.0,,,30 < Late < 45,late
546594,270453,mobile,canceled,,,,NaN,early
546619,373272,mobile,ended,-117.0,,,Early,early
546657,360606,mobile,ended,68.0,,,60 < Late < 90,late
546685,344820,mobile,ended,268.0,,,Late > 120,late
546872,284132,mobile,ended,-103.0,,,Early,early
546900,346697,mobile,ended,41.0,,,30 < Late < 45,late
546999,340014,connect,ended,-51.0,,,Early,early
547003,370555,mobile,canceled,,,,NaN,early
547048,381482,mobile,ended,40.0,,,30 < Late < 45,late
547057,339607,mobile,ended,235.0,,,Late > 120,late
547137,366329,mobile,ended,-1.0,,,Early,early
547163,311707,connect,ended,-8.0,,,Early,early
547267,365112,mobile,ended,67.0,,,60 < Late < 90,late
547328,353425,connect,ended,9.0,,,Late < 15,late
547359,298429,connect,ended,-167.0,,,Early,early
547403,367244,mobile,ended,,,,NaN,early
547517,402078,mobile,ended,67.0,,,60 < Late < 90,late
547573,361991,mobile,ended,17.0,,,15 < Late < 30,late
547578,363936,mobile,ended,,,,NaN,early
547634,334223,mobile,ended,48.0,,,45 < Late < 60,late
547707,334972,mobile,ended,6.0,,,Late < 15,late
547712,282262,mobile,ended,,,,NaN,early
547772,332904,mobile,ended,59.0,,,45 < Late < 60,late
547937,218964,mobile,ended,10.0,,,Late < 15,late
547955,241516,mobile,ended,30.0,,,30 < Late < 45,late
504973,330856,mobile,ended,-1.0,,,Early,early
505485,159533,connect,ended,-16.0,,,Early,early
510069,381583,mobile,ended,,,,NaN,early
513549,374817,mobile,ended,9.0,,,Late < 15,late
514448,387499,mobile,ended,-72.0,,,Early,early
516328,295998,mobile,ended,183.0,,,Late > 120,late
517205,375892,connect,canceled,,,,NaN,early
518059,377781,mobile,ended,161.0,,,Late > 120,late
519122,383497,mobile,ended,163.0,,,Late > 120,late
519482,312389,mobile,canceled,,,,NaN,early
520407,405419,mobile,ended,67.0,,,60 < Late < 90,late
520747,307768,mobile,ended,77.0,,,60 < Late < 90,late
520890,395630,mobile,ended,47.0,,,45 < Late < 60,late
521066,337582,mobile,ended,,,,NaN,early
521634,254172,mobile,canceled,,,,NaN,early
522294,380541,mobile,ended,15.0,,,15 < Late < 30,late
523527,356630,mobile,ended,-66.0,,,Early,early
523936,322926,mobile,ended,-68.0,,,Early,early
524397,365575,mobile,canceled,,,,NaN,early
524512,329239,mobile,ended,72.0,,,60 < Late < 90,late
525372,199502,mobile,ended,24.0,,,15 < Late < 30,late
525984,405481,mobile,ended,-6.0,,,Early,early
526163,226488,mobile,ended,-44.0,,,Early,early
526195,383114,mobile,ended,-140.0,,,Early,early
526386,300218,mobile,ended,101.0,,,90 < Late < 120,late
526726,397315,mobile,ended,99.0,,,90 < Late < 120,late
526817,406054,mobile,canceled,,,,NaN,early
526830,403049,mobile,ended,-154.0,,,Early,early
527035,398697,mobile,ended,23.0,,,15 < Late < 30,late
527111,352528,connect,ended,100.0,,,90 < Late < 120,late
527437,403526,mobile,ended,57.0,,,45 < Late < 60,late
527891,388813,mobile,ended,1448.0,,,Late > 120,late
528136,340833,mobile,ended,-7.0,,,Early,early
528190,280886,connect,ended,-26.0,,,Early,early
528682,355787,mobile,canceled,,,,NaN,early
528949,383144,connect,canceled,,540254.0,600.0,NaN,early
529144,356673,mobile,ended,-5.0,,,Early,early
529225,364411,mobile,ended,88.0,547571.0,180.0,60 < Late < 90,late
529779,398088,mobile,canceled,,,,NaN,early
529871,372647,mobile,ended,-207.0,,,Early,early
530215,406143,mobile,canceled,,,,NaN,early
530222,337933,mobile,canceled,,,,NaN,early
530921,361502,mobile,ended,-52.0,,,Early,early
530990,362876,mobile,ended,64.0,,,60 < Late < 90,late
530995,337208,mobile,ended,-271.0,,,Early,early
531006,368803,mobile,canceled,,,,NaN,early
531664,276222,mobile,ended,4.0,,,Late < 15,late
531673,296145,mobile,ended,-6.0,,,Early,early
531885,392490,mobile,ended,-14.0,,,Early,early
532439,406997,mobile,canceled,,,,NaN,early
532564,291856,connect,ended,227.0,,,Late > 120,late
532634,402083,connect,ended,-275.0,,,Early,early
532696,405353,mobile,ended,132.0,,,Late > 120,late
532743,401272,mobile,canceled,,,,NaN,early
532803,370795,mobile,canceled,,,,NaN,early
532952,362553,mobile,ended,0.0,,,Late < 15,early
533224,408023,mobile,ended,-13.0,,,Early,early
533619,403962,mobile,ended,,,,NaN,early
533658,403787,mobile,ended,45.0,,,45 < Late < 60,late
533716,396571,mobile,ended,26.0,,,15 < Late < 30,late
533802,373893,connect,ended,-286.0,558560.0,0.0,Early,early
534040,406319,mobile,ended,29.0,,,15 < Late < 30,late
535324,292303,mobile,ended,-111.0,,,Early,early
535493,349218,mobile,ended,-131.0,,,Early,early
535587,298117,connect,canceled,,,,NaN,early
535637,392368,connect,ended,21.0,,,15 < Late < 30,late
535684,282338,mobile,ended,-28.0,,,Early,early
535736,381583,mobile,canceled,,,,NaN,early
535840,334185,mobile,ended,19.0,,,15 < Late < 30,late
535868,231676,mobile,ended,16.0,,,15 < Late < 30,late
535974,343956,mobile,ended,-38.0,,,Early,early
536059,333303,mobile,ended,6.0,,,Late < 15,late
536136,407770,mobile,ended,14.0,,,Late < 15,late
536178,382444,mobile,ended,43.0,,,30 < Late < 45,late
536265,341997,mobile,ended,13.0,,,Late < 15,late
536327,347380,mobile,ended,31.0,,,30 < Late < 45,late
536434,194695,mobile,ended,9.0,,,Late < 15,late
536467,179947,mobile,ended,-201.0,,,Early,early
536485,384732,mobile,ended,56.0,,,45 < Late < 60,late
536581,293523,mobile,canceled,,,,NaN,early
536589,254939,mobile,canceled,,,,NaN,early
536591,346383,mobile,ended,-119.0,,,Early,early
536693,334783,mobile,canceled,,,,NaN,early
536736,405420,mobile,ended,195.0,,,Late > 120,late
536743,383625,connect,ended,116.0,,,90 < Late < 120,late
536864,403762,mobile,ended,13.0,,,Late < 15,late
536886,402664,connect,ended,,,,NaN,early
537078,321170,mobile,ended,22.0,,,15 < Late < 30,late
537084,399459,mobile,canceled,,,,NaN,early
537169,408921,mobile,ended,17.0,,,15 < Late < 30,late
537375,336349,connect,ended,-227.0,,,Early,early
537514,374684,mobile,ended,20.0,,,15 < Late < 30,late
537602,400064,mobile,ended,-11.0,,,Early,early
537604,211181,mobile,ended,,,,NaN,early
537910,349366,mobile,canceled,,,,NaN,early
537912,334871,mobile,ended,335.0,,,Late > 120,late
537956,375095,mobile,ended,851.0,,,Late > 120,late
537971,345436,mobile,ended,-78.0,,,Early,early
537974,335017,mobile,canceled,,,,NaN,early
538029,397710,mobile,ended,-25.0,,,Early,early
538141,270665,mobile,ended,10.0,,,Late < 15,late
538147,167023,mobile,ended,115.0,,,90 < Late < 120,late
538177,377509,mobile,ended,50.0,,,45 < Late < 60,late
538337,274070,mobile,ended,73.0,,,60 < Late < 90,late
538615,403884,mobile,ended,27.0,540902.0,0.0,15 < Late < 30,late
538632,334506,mobile,ended,68.0,,,60 < Late < 90,late
538658,353138,mobile,ended,,,,NaN,early
538675,407410,mobile,ended,47.0,,,45 < Late < 60,late
538682,391477,mobile,ended,93.0,,,90 < Late < 120,late
538691,380731,mobile,ended,26.0,,,15 < Late < 30,late
538974,376462,mobile,ended,-2.0,,,Early,early
538995,405426,mobile,ended,,,,NaN,early
543779,188941,mobile,ended,15.0,,,15 < Late < 30,late
543817,338294,mobile,ended,67.0,,,60 < Late < 90,late
543880,399743,mobile,ended,,,,NaN,early
543882,385423,mobile,ended,14.0,,,Late < 15,late
543933,311707,connect,ended,-32.0,,,Early,early
544176,371159,connect,ended,-100.0,,,Early,early
544271,335605,mobile,ended,40.0,534944.0,60.0,30 < Late < 45,late
544335,173376,mobile,ended,22.0,,,15 < Late < 30,late
544433,359049,connect,ended,-110.0,,,Early,early
544636,332582,connect,ended,30.0,,,30 < Late < 45,late
544638,410079,mobile,ended,-17.0,,,Early,early
544644,396531,mobile,canceled,,,,NaN,early
544692,405622,mobile,ended,39.0,522854.0,120.0,30 < Late < 45,late
544748,212965,connect,canceled,,545863.0,150.0,NaN,early
544755,243763,mobile,ended,355.0,,,Late > 120,late
544771,409750,mobile,ended,40.0,,,30 < Late < 45,late
544775,400177,mobile,ended,70.0,,,60 < Late < 90,late
544784,292752,mobile,ended,651.0,,,Late > 120,late
544880,392367,connect,ended,-173.0,,,Early,early
545025,296967,connect,ended,415.0,,,Late > 120,late
545045,377312,mobile,ended,22.0,563963.0,630.0,15 < Late < 30,late
545051,407371,mobile,ended,800.0,,,Late > 120,late
545108,275364,connect,ended,3.0,,,Late < 15,late
545271,326040,mobile,ended,19.0,,,15 < Late < 30,late
545528,364176,mobile,ended,797.0,,,Late > 120,late
545738,385224,mobile,ended,,,,NaN,early
545766,169177,mobile,ended,-142.0,,,Early,early
545971,273535,mobile,ended,-85.0,,,Early,early
546031,318867,mobile,ended,18.0,530797.0,270.0,15 < Late < 30,late
546081,348690,mobile,ended,2.0,,,Late < 15,late
546165,384396,connect,ended,330.0,,,Late > 120,late
546216,407334,mobile,ended,-100.0,,,Early,early
546227,410832,mobile,ended,426.0,,,Late > 120,late
546321,392859,mobile,ended,-69.0,,,Early,early
546343,381425,mobile,ended,33.0,,,30 < Late < 45,late
546366,277285,mobile,ended,21.0,,,15 < Late < 30,late
546466,362507,connect,ended,358.0,,,Late > 120,late
546560,368467,mobile,ended,,,,NaN,early
546875,403255,connect,canceled,,,,NaN,early
546923,411454,mobile,ended,,,,NaN,early
546949,220732,mobile,ended,1462.0,,,Late > 120,late
546952,380497,mobile,ended,22.0,,,15 < Late < 30,late
546984,301301,connect,canceled,,,,NaN,early
546992,177658,mobile,canceled,,,,NaN,early
547145,305525,connect,ended,-73.0,,,Early,early
547147,380407,mobile,ended,-240.0,,,Early,early
547204,321752,connect,ended,7.0,,,Late < 15,late
547217,333753,mobile,canceled,,,,NaN,early
547295,366204,mobile,canceled,,,,NaN,early
547413,366071,mobile,ended,-116.0,,,Early,early
547435,408750,mobile,ended,4271.0,,,Late > 120,late
547603,309450,mobile,ended,40.0,,,30 < Late < 45,late
547610,394467,mobile,ended,62.0,,,60 < Late < 90,late
547667,400027,mobile,ended,59.0,,,45 < Late < 60,late
547729,382391,mobile,ended,235.0,,,Late > 120,late
547855,411578,mobile,ended,61.0,,,60 < Late < 90,late
547910,318995,mobile,canceled,,,,NaN,early
547914,291235,mobile,ended,202.0,,,Late > 120,late
548013,401413,mobile,ended,109.0,,,90 < Late < 120,late
548033,280936,mobile,ended,-101.0,,,Early,early
548051,357468,mobile,ended,26.0,,,15 < Late < 30,late
548135,209404,mobile,ended,697.0,,,Late > 120,late
548299,377992,mobile,ended,33.0,,,30 < Late < 45,late
548303,338940,mobile,ended,-101.0,,,Early,early
548431,342645,connect,canceled,,,,NaN,early
548588,275364,connect,ended,40.0,,,30 < Late < 45,late
548677,405347,mobile,ended,-20.0,,,Early,early
548728,353087,mobile,ended,64.0,,,60 < Late < 90,late
548759,374347,mobile,ended,13.0,,,Late < 15,late
548763,334924,mobile,ended,66.0,534311.0,180.0,60 < Late < 90,late
548903,360981,mobile,ended,221.0,549631.0,30.0,Late > 120,late
548977,292580,mobile,ended,120.0,,,Late > 120,late
549000,410393,mobile,ended,61.0,,,60 < Late < 90,late
549119,404195,mobile,ended,3.0,,,Late < 15,late
549215,403206,mobile,ended,-25.0,,,Early,early
549254,385178,connect,ended,141.0,,,Late > 120,late
549282,378786,mobile,ended,248.0,,,Late > 120,late
549348,389498,mobile,ended,127.0,,,Late > 120,late
549433,368794,mobile,ended,,,,NaN,early
